symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
TIK,2016-06-30,False,Q1,2017,10-Q,5342369.0,380032.0,410309.0,0.13,0.1,0.0,10185890.0,8069178.0,4476227.0,412570.0,5090852.0,-401230.0,-25307.0,-133526.0
ARRY,2016-06-30,False,FY,2016,10-K,137879000.0,-82209000.0,-92840000.0,-0.65,-0.65,0.0,168900000.0,155301000.0,52434000.0,56598000.0,-37932000.0,-70090000.0,66027000.0,4970000.0
BRID,2016-07-08,False,Q3,2016,10-Q,29892000.0,,1822000.0,0.2,0.2,0.0,84128000.0,49174000.0,15915000.0,12286000.0,40791000.0,9052000.0,-2471000.0,-137000.0
CSPI,2016-06-30,False,Q3,2016,10-Q,26912000.0,1853000.0,1257000.0,0.33,0.32,0.0,48399000.0,41420000.0,18136000.0,11590000.0,20900000.0,2530000.0,-647000.0,-1178000.0
IMMU,2016-06-30,False,FY,2016,10-K,3233247.0,-59008091.0,-59036950.0,-0.62,-0.62,0.0,56950268.0,52951105.0,15423561.0,13203625.0,-57526967.0,-48461800.0,45874715.0,2363978.0
ITUS,2016-07-31,False,Q3,2016,10-Q,100000.0,-974884.0,-1103775.0,-0.13,-0.13,0.0,6321259.0,4005673.0,531624.0,2049245.0,1718210.0,-2698705.0,355350.0,23381.0
LONE,2016-06-30,False,Q2,2016,10-Q,17803000.0,-6130000.0,-12844000.0,-0.85,-0.85,0.0,509314000.0,26478000.0,22833000.0,5147000.0,158999000.0,7533000.0,-19177000.0,12485000.0
MSG,2016-06-30,False,FY,2016,10-K,1115311000.0,-58631000.0,-77290000.0,-3.12,-3.12,0.0,3543950000.0,1603853000.0,614815000.0,1444317000.0,2586421000.0,125785000.0,-115690000.0,1420011000.0
NXTI,2016-06-30,False,Q2,2016,10-Q,38493.0,-2306734.0,-2652162.0,-0.05,-0.05,0.0,5092047.0,3900557.0,3441005.0,977509.0,1651042.0,-3175262.0,1457026.0,2276754.0
OSIS,2016-06-30,False,FY,2016,10-K,829660000.0,38374000.0,26157000.0,1.35,1.3,0.0,991723000.0,555318000.0,367835000.0,104370000.0,540846000.0,59218000.0,-43479000.0,41828000.0
QNST,2016-06-30,False,FY,2016,10-K,297706000.0,-18874000.0,-19420000.0,-0.43,-0.43,0.0,193102000.0,107983000.0,63719000.0,53710000.0,124752000.0,1015000.0,-5202000.0,-2497000.0
SPTN,2016-07-16,False,Q2,2016,10-Q,1827562000.0,32620000.0,17484000.0,0.47,0.47,0.0,1923863000.0,895395000.0,463665000.0,23816000.0,803867000.0,54665000.0,-35528000.0,-17759000.0
SPWH,2016-07-30,False,Q2,2016,10-Q,189804000.0,16671000.0,8304000.0,0.2,0.2,0.0,365843000.0,275450000.0,191493000.0,2578000.0,7144000.0,399000.0,-23395000.0,23465000.0
TUES,2016-06-30,False,FY,2016,10-K,956396000.0,2404000.0,3673000.0,0.08,0.08,0.0,361970000.0,263597000.0,124650000.0,14150000.0,227282000.0,8413000.0,-38025000.0,-1026000.0
XGTI,2016-06-30,False,Q2,2016,10-Q,1655000.0,-4632000.0,-6020000.0,-0.98,-0.98,0.0,19053000.0,4955000.0,5199000.0,154000.0,11773000.0,-4361000.0,-35000.0,4182000.0
CRS,2016-06-30,False,FY,2016,10-K,1813400000.0,51600000.0,11300000.0,0.23,0.23,0.72,2794300000.0,1010700000.0,298800000.0,82000000.0,1104900000.0,256900000.0,-82600000.0,-163100000.0
COH,2016-07-02,False,FY,2016,10-K,4491800000.0,653500000.0,460500000.0,1.66,1.65,1.35,4892700000.0,2172900000.0,826700000.0,859000000.0,2682900000.0,758600000.0,-810000000.0,-384900000.0
COTY,2016-06-30,False,FY,2016,10-K,4349100000.0,254200000.0,156900000.0,0.45,0.44,0.25,7100200000.0,1938400000.0,1855200000.0,372400000.0,367100000.0,501400000.0,-1059200000.0,592600000.0
FAC,2016-06-30,False,Q2,2016,10-Q,102754000.0,,-19899000.0,-0.48,-0.48,0.0,437533000.0,,,134439000.0,81509000.0,10789000.0,8023000.0,40000.0
