symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
ACU,2016-06-30,False,Q2,2016,10-Q,40997000.0,4640000.0,3267000.0,0.98,0.91,0.1,104728000.0,77573000.0,18026000.0,2087000.0,45526000.0,-5622000.0,-7752000.0,13042000.0
ADK,2016-06-30,False,Q2,2016,10-Q,7164000.0,553000.0,-6783000.0,-0.34,-0.15,0.0,155434000.0,59856000.0,68835000.0,3249000.0,-33937000.0,37000.0,7101000.0,-6609000.0
AAMC,2016-06-30,True,Q2,2016,10-Q,5654000.0,,-1313000.0,-0.74,-0.74,0.0,61216000.0,,,39419000.0,-192383000.0,-6250000.0,-132290000.0,-6585000.0
APHB,2016-06-30,False,Q2,2016,10-Q,103000.0,-3589000.0,-6350000.0,-0.73,-0.78,0.0,29279000.0,7738000.0,3324000.0,7144000.0,21484000.0,-5977000.0,-237000.0,3988000.0
BDR,2016-06-30,False,Q2,2016,10-Q,5682000.0,235000.0,73000.0,0.01,0.01,0.0,15561000.0,8536000.0,7605000.0,307000.0,7481000.0,470000.0,-13000.0,-159000.0
CUO,2016-07-02,False,Q2,2016,10-Q,42721000.0,2830000.0,1801000.0,1.08,1.08,0.0,78167000.0,45884000.0,21361000.0,231000.0,50877000.0,3744000.0,-2560000.0,-1500000.0
MOC,2016-06-30,False,Q1,2017,10-Q,36336208.0,528956.0,160971.0,0.02,0.02,0.0,38558730.0,30581852.0,19036041.0,507620.0,18247734.0,-2935590.0,-14620.0,1970976.0
DGSE,2016-06-30,False,Q2,2016,10-Q,15498406.0,-420939.0,-536984.0,-0.04,-0.04,0.0,15357732.0,11055561.0,10364507.0,1064249.0,2682431.0,-514425.0,-99045.0,-74828.0
DSS,2016-06-30,False,Q2,2016,10-Q,4072480.0,-240289.0,-317825.0,-0.01,-0.01,0.0,14116248.0,4594384.0,9027047.0,771239.0,2797620.0,-66633.0,,
DPW,2016-06-30,False,Q2,2016,10-Q,2064000.0,11000.0,66000.0,0.01,0.01,0.0,4564000.0,3799000.0,1343000.0,1212000.0,3221000.0,134000.0,-74000.0,
