symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AUMN,2016-03-31,False,Q1,2016,10-Q,1463000.0,-2349000.0,-6287000.0,-0.09,-0.09,0.0,14031000.0,3777000.0,3295000.0,2109000.0,6969000.0,-2018000.0,50000.0,
IHT,2016-01-31,False,FY,2016,10-K,3623640.0,-1380000.0,432116.0,0.04,0.03,0.01,23940689.0,3325922.0,3649473.0,1795666.0,6970729.0,-603860.0,653883.0,1399977.0
TIS,2016-03-31,False,Q1,2016,10-Q,47743000.0,8282000.0,5409000.0,0.53,0.52,0.35,271089000.0,44785000.0,22232000.0,8039000.0,135830000.0,8863000.0,-20785000.0,15600000.0
STS,2016-03-26,False,Q1,2016,10-Q,69449903.0,5782182.0,3759353.0,0.23,0.22,0.03,125394988.0,79071843.0,24129020.0,6112739.0,91904815.0,-4823673.0,-422584.0,-5888895.0
AKR,2016-03-31,False,Q1,2016,10-Q,52683000.0,14489000.0,28925000.0,0.4,285.6,0.25,3148327000.0,,,84860000.0,1628476000.0,17975000.0,72762000.0,-78653000.0
ADPT,2016-03-31,False,Q1,2016,10-Q,112769000.0,12807000.0,4533000.0,0.32,0.32,0.0,526341000.0,125366000.0,56592000.0,3656000.0,158174000.0,-7417000.0,-1891000.0,-3073000.0
AET,2016-03-31,False,Q1,2016,10-Q,15693400000.0,,726600000.0,2.07,2.06,0.0,56423700000.0,15393600000.0,17915200000.0,3766400000.0,16878700000.0,1780900000.0,-176700000.0,-362100000.0
APD,2016-03-31,False,Q2,2016,10-Q,2271200000.0,513300000.0,-473300000.0,-2.19,-2.17,0.86,16810800000.0,3031200000.0,3839100000.0,313100000.0,7053100000.0,1087500000.0,-466700000.0,-398900000.0
AKS,2016-03-31,False,Q1,2016,10-Q,1518800000.0,48000000.0,-13600000.0,-0.08,-0.08,0.0,3987300000.0,1742400000.0,991700000.0,113000000.0,-611600000.0,136700000.0,-28900000.0,-51400000.0
ALLE,2016-03-31,False,Q1,2016,10-Q,502300000.0,82500000.0,57700000.0,0.6,0.6,0.12,2270000000.0,710400000.0,406100000.0,125500000.0,77700000.0,-800000.0,-2800000.0,-74800000.0
AB,2016-03-31,False,Q1,2016,10-Q,513873000.0,,55547000.0,0.56,0.56,0.0,1566847000.0,,,0.0,,55960000.0,-1457000.0,-54503000.0
MO,2016-03-31,False,Q1,2016,10-Q,6066000000.0,1977000000.0,1217000000.0,0.62,0.62,0.565,34063000000.0,7498000000.0,8616000000.0,3815000000.0,2748000000.0,2689000000.0,34000000.0,-1277000000.0
AAT,2016-03-31,False,Q1,2016,10-Q,70731000.0,23643000.0,7651000.0,0.17,0.17,0.25,1977826000.0,,,44007000.0,820401000.0,34260000.0,-17895000.0,-12283000.0
AEP,2016-03-31,False,Q1,2016,10-Q,0.0,892900000.0,501200000.0,1.02,1.02,0.56,62486500000.0,4146300000.0,7221900000.0,190400000.0,18141700000.0,799900000.0,-1138300000.0,352400000.0
AMT,2016-03-31,False,Q1,2016,10-Q,1289047000.0,451853000.0,248378000.0,0.59,0.58,0.51,27064315000.0,1036516000.0,1198156000.0,336403000.0,7000215000.0,563512000.0,-185516000.0,-366064000.0
AIV,2016-03-31,False,Q1,2016,10-Q,246239000.0,63534000.0,23223000.0,0.15,0.15,0.33,6142213000.0,,,64454000.0,1735065000.0,73953000.0,-65571000.0,5283000.0
AON,2016-03-31,False,Q1,2016,10-Q,2792000000.0,450000000.0,315000000.0,1.16,1.15,0.3,26813000000.0,14041000000.0,12793000000.0,465000000.0,5347000000.0,273000000.0,-199000000.0,-4000000.0
AHL,2016-03-31,False,Q1,2016,10-Q,779600000.0,,114600000.0,1.73,1.68,0.0,11505400000.0,,,903100000.0,3557100000.0,60500000.0,-119400000.0,-133200000.0
ASB,2016-03-31,False,Q1,2016,10-Q,255179000.0,,40336000.0,0.27,0.27,0.11,28178867000.0,,,287183000.0,2982498000.0,22372000.0,-526133000.0,405484000.0
ALV,2016-03-31,False,Q1,2016,10-Q,2430000000.0,205200000.0,133200000.0,1.51,1.51,0.58,8144300000.0,4060100000.0,2416500000.0,1161600000.0,3865200000.0,200500000.0,-318600000.0,-64700000.0
MTRN,2016-04-01,False,Q1,2016,10-Q,15238000.0,7532000.0,5368000.0,0.27,0.27,0.09,757016000.0,357862000.0,100067000.0,18868000.0,488147000.0,-17444000.0,-9744000.0,21372000.0
AVT,2016-04-02,False,Q3,2016,10-Q,6174716000.0,181618000.0,123459000.0,0.95,0.94,0.17,11125460000.0,8938101000.0,4564420000.0,1036485000.0,4760201000.0,297127000.0,-122309000.0,-72638000.0
