symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AIII,2016-03-31,False,Q1,2016,10-Q,,,-903957.0,-0.04,-0.04,0.0,23510961.0,,,18995825.0,22819236.0,-879090.0,,
AINC,2016-03-31,False,Q1,2016,10-Q,13409000.0,-512000.0,-1732000.0,-0.86,-1.51,0.0,164799000.0,151628000.0,20596000.0,122438000.0,131683000.0,70680000.0,-70000.0,1556000.0
BTX,2016-03-31,False,Q1,2016,10-Q,2073000.0,-23758000.0,-17112000.0,-0.19,-0.19,0.0,80114000.0,32907000.0,13669000.0,27132000.0,59592000.0,-14313000.0,-1665000.0,764000.0
CVM,2016-03-31,False,Q2,2016,10-Q,126501.0,-6273603.0,-8844855.0,-0.07,-0.07,0.0,15518836.0,9434090.0,5090486.0,6052090.0,-2938555.0,-10802755.0,-21644.0,11149807.0
BVX,2016-03-31,False,Q1,2016,10-Q,7775000.0,-1993000.0,-1944000.0,-0.07,-0.07,0.0,29745000.0,20530000.0,7208000.0,9456000.0,21636000.0,-2267000.0,-21000.0,-61000.0
LEU,2016-03-31,False,Q1,2016,10-Q,90000000.0,-10500000.0,-14600000.0,-1.6,-1.6,0.0,694900000.0,534700000.0,235200000.0,179700000.0,-180200000.0,-54900000.0,600000.0,
CVU,2016-03-31,False,Q1,2016,10-Q,12670032.0,-14359487.0,-9220220.0,-1.07,-1.07,0.0,114728556.0,104713103.0,42704679.0,824347.0,61588401.0,-5734209.0,,5646270.0
CRMD,2016-03-31,False,Q1,2016,10-Q,41427.0,-4261330.0,-4231173.0,-0.12,-0.12,0.0,33609583.0,33569806.0,3063749.0,13184776.0,30519212.0,-5450588.0,6547842.0,265976.0
ESTE,2016-03-31,False,Q1,2016,10-Q,6864000.0,-6836000.0,-6421000.0,-0.46,-0.46,0.0,239914000.0,24060000.0,29864000.0,5684000.0,193452000.0,-15192000.0,-2385000.0,-3000.0
ELMD,2016-03-31,False,Q3,2016,10-Q,6035700.0,735689.0,466625.0,0.06,0.06,0.0,20007484.0,15193949.0,2888243.0,4934112.0,15952075.0,1670347.0,-284558.0,-49917.0
ESNC,2016-03-31,False,Q3,2016,10-Q,160138.0,-3971791.0,-4019373.0,-0.08,-0.08,0.0,40524622.0,33424222.0,2570634.0,21804177.0,23496491.0,-8369356.0,-554902.0,19971007.0
ERN,2016-03-31,False,Q1,2016,10-Q,4929000.0,-28293000.0,-32411000.0,-0.15,-0.15,0.0,359604000.0,13904000.0,352230000.0,698000.0,-137389000.0,-10153000.0,-3554000.0,5096000.0
INFU,2016-03-31,False,Q1,2016,10-Q,19044000.0,1164000.0,495000.0,0.02,0.02,0.0,100164000.0,22380000.0,15653000.0,569000.0,52078000.0,337000.0,-2390000.0,1804000.0
NSPR,2016-03-31,False,Q1,2016,10-Q,563000.0,-2387000.0,-2609000.0,-0.32,-0.32,0.0,4244000.0,3322000.0,7055000.0,1999000.0,-3395000.0,-1865000.0,90000.0,516000.0
INS,2016-03-31,False,Q1,2016,10-Q,1647000.0,-361000.0,-937000.0,-0.11,-0.11,0.0,22286000.0,21262000.0,3064000.0,16868000.0,19099000.0,-163000.0,2153000.0,-3056000.0
