symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
ANF,2016-04-30,False,Q1,2016,10-Q,685483000.0,-54911000.0,-39587000.0,-0.59,-0.59,0.2,2344182000.0,1094528000.0,477645000.0,490975000.0,1254795000.0,-76283000.0,-21885000.0,-13268000.0
A,2016-04-30,False,Q2,2016,10-Q,1019000000.0,131000000.0,91000000.0,0.28,0.28,0.115,7640000000.0,3488000000.0,1133000000.0,2139000000.0,4165000000.0,360000000.0,-136000000.0,-102000000.0
BOOT,2016-03-26,False,FY,2016,10-K,569020000.0,30234000.0,9868000.0,0.38,0.37,0.0,539326000.0,203219000.0,152299000.0,7195000.0,161490000.0,32929000.0,-182668000.0,155486000.0
CATO,2016-04-30,False,Q1,2016,10-Q,285497000.0,50181000.0,35147000.0,1.29,1.29,0.3,648804000.0,481127000.0,163257000.0,55988000.0,434170000.0,36160000.0,-32312000.0,-14917000.0
COO,2016-04-30,False,Q2,2016,10-Q,483800000.0,89800000.0,74100000.0,1.53,1.52,0.0,4601300000.0,915115000.0,322217000.0,44464000.0,2744781000.0,187387000.0,-231754000.0,72458000.0
EV,2016-04-30,False,Q2,2016,10-Q,323290000.0,95768000.0,54967000.0,0.5,0.48,0.265,1920755000.0,,,351161000.0,615649000.0,173847000.0,-96901000.0,-191738000.0
GPS,2016-04-30,False,Q1,2016,10-Q,3438000000.0,222000000.0,127000000.0,0.32,0.32,0.0,7507000000.0,3945000000.0,2555000000.0,1313000000.0,2522000000.0,168000000.0,-140000000.0,-97000000.0
HOV,2016-04-30,False,Q2,2016,10-Q,654723000.0,,-8461000.0,-0.06,-0.06,0.0,2518627000.0,,,129654000.0,-152322000.0,-31187000.0,-13093000.0,-79811000.0
HRL,2016-04-24,False,Q2,2016,10-Q,2300235000.0,323817000.0,215397000.0,0.41,0.4,0.145,6110345000.0,1975082000.0,937384000.0,379881000.0,4309639000.0,409135000.0,-84965000.0,-289410000.0
HPQ,2016-04-30,False,Q2,2016,10-Q,11588000000.0,841000000.0,629000000.0,0.37,0.36,0.0,25523000000.0,15385000000.0,16862000000.0,4636000000.0,-4786000000.0,1467000000.0,-255000000.0,-14009000000.0
IHC,2015-12-31,False,FY,2015,10-K,532868000.0,48188000.0,29944000.0,1.73,1.71,0.09,1197963000.0,,,19171000.0,332704000.0,-164724000.0,168328000.0,-9516000.0
JOY,2016-04-29,False,Q2,2016,10-Q,601985000.0,-4325000.0,-9839000.0,-0.1,-0.1,0.01,3508100000.0,1925175000.0,826928000.0,160878000.0,1379767000.0,152771000.0,-10504000.0,-83503000.0
KEYS,2016-04-30,False,Q2,2016,10-Q,731000000.0,95000000.0,88000000.0,0.52,0.51,0.0,3655000000.0,1737000000.0,652000000.0,620000000.0,1500000000.0,209000000.0,-62000000.0,-16000000.0
KSS,2016-04-30,False,Q1,2016,10-Q,3972000000.0,106000000.0,17000000.0,0.09,0.09,0.5,13304000000.0,4855000000.0,2647000000.0,423000000.0,5297000000.0,140000000.0,-174000000.0,-250000000.0
LB,2016-04-30,False,Q1,2016,10-Q,2614000000.0,323000000.0,152000000.0,0.53,0.52,2.6,7426000000.0,2991000000.0,1605000000.0,1267000000.0,-1086000000.0,-114000000.0,-205000000.0,-964000000.0
M,2016-04-30,False,Q1,2016,10-Q,5771000000.0,276000000.0,116000000.0,0.37,0.37,0.0,20198000000.0,7417000000.0,5384000000.0,734000000.0,4154000000.0,8000000.0,-211000000.0,-172000000.0
MSB,2016-04-30,False,Q1,2017,10-Q,1679.0,,-430252.0,-0.0328,-0.0328,0.0,8893010.0,8519577.0,,8219812.0,,703408.0,5585240.0,
MGP,2016-03-31,False,Q1,2016,10-Q,,,-67970000.0,,,0.0,5000.0,,,0.0,6103155000.0,-15620000.0,-111241000.0,126861000.0
NAV,2016-04-30,False,Q2,2016,10-Q,2197000000.0,,4000000.0,0.05,0.05,0.0,6188000000.0,4130000000.0,3620000000.0,589000000.0,-5121000000.0,-104000000.0,-166000000.0,-71000000.0
PVH,2016-05-01,False,Q1,2016,10-Q,1917800000.0,294600000.0,231600000.0,2.85,2.83,0.075,10885100000.0,2528200000.0,1394900000.0,365100000.0,4862300000.0,109200000.0,-218200000.0,-97100000.0
QTM,2016-03-31,False,FY,2016,10-K,475958000.0,-66098000.0,-74683000.0,-0.28,-0.28,0.0,229546000.0,211591000.0,179656000.0,33870000.0,-126939000.0,-11720000.0,-3621000.0,-18724000.0
REX,2016-04-30,False,Q1,2016,10-Q,100222000.0,,2838000.0,0.43,0.43,0.0,408011000.0,173170000.0,14101000.0,122450000.0,354619000.0,-5679000.0,-2659000.0,-4977000.0
SIG,2016-04-30,False,Q1,2017,10-Q,1578900000.0,212000000.0,146800000.0,1.87,1.87,0.26,6427700000.0,4541200000.0,1055800000.0,113000000.0,3098200000.0,114400000.0,-38900000.0,-103100000.0
SSI,2016-04-30,False,Q1,2016,10-Q,332750000.0,,-15460000.0,-0.57,-0.57,0.15,911196000.0,547699000.0,206223000.0,22724000.0,409764000.0,8063000.0,-32179000.0,30353000.0
THO,2016-04-30,False,Q3,2016,10-Q,1284054000.0,,79193000.0,1.5,1.49,0.3,1697880000.0,974392000.0,441595000.0,247297000.0,1196191000.0,144908000.0,-31421000.0,-49668000.0
TOL,2016-04-30,False,Q2,2016,10-Q,1115557000.0,116646000.0,89054000.0,0.53,0.51,0.0,8964225000.0,,,423178000.0,4164948000.0,-15880000.0,42340000.0,-522275000.0
WMT,2016-04-30,False,Q1,2017,10-Q,114986000000.0,5275000000.0,3079000000.0,0.98,0.98,2.0,198705000000.0,59097000000.0,70282000000.0,7597000000.0,77758000000.0,6193000000.0,-2119000000.0,-5432000000.0
AMIC,2015-12-31,False,FY,2015,10-K,183266000.0,6510000.0,3529000.0,0.44,0.44,0.0,196974000.0,,,5765000.0,107198000.0,16558000.0,-14671000.0,-691000.0
TGLS,2016-03-31,False,Q1,2016,10-Q,60903000.0,11492000.0,13664000.0,0.51,0.47,0.0,383897000.0,224985000.0,181905000.0,18194000.0,48767000.0,-10136000.0,-23387000.0,32921000.0
ALOT,2016-04-30,False,Q1,2017,10-Q,24110000.0,1547000.0,1019000.0,0.14,0.14,0.07,80737000.0,57672000.0,11175000.0,14534000.0,68474000.0,2914000.0,1591000.0,-556000.0
ADSK,2016-04-30,False,Q1,2017,10-Q,511900000.0,-155000000.0,-173000000.0,-0.77,-0.77,0.0,5205600000.0,2629000000.0,1474500000.0,1223400000.0,1435900000.0,164400000.0,-230200000.0,-67200000.0
BRCD,2016-04-30,False,Q2,2016,10-Q,523306000.0,82665000.0,43085000.0,0.11,0.11,0.045,3992973000.0,1739677000.0,530306000.0,1427643000.0,2521142000.0,224632000.0,-52236000.0,-185991000.0
JVA,2016-04-30,False,Q2,2016,10-Q,21406939.0,1356114.0,830801.0,0.14,0.14,0.0,31921265.0,28657964.0,5926037.0,3198097.0,25257771.0,3000821.0,-270221.0,-3386319.0
COVS,2016-03-31,False,FY,2016,10-K,76024000.0,-14682000.0,-14894000.0,-0.38,-0.38,0.0,102045000.0,56287000.0,24461000.0,39681000.0,71309000.0,-3866000.0,-8022000.0,1463000.0
FIVE,2016-04-30,False,Q1,2016,10-Q,192715000.0,10752000.0,6758000.0,0.12,0.12,0.0,396719000.0,263956000.0,93035000.0,25774000.0,254317000.0,-10450000.0,-17052000.0,195000.0
HWKN,2016-04-03,False,FY,2016,10-K,413976000.0,31171000.0,18143000.0,1.72,1.72,0.8,436491000.0,137288000.0,59765000.0,20014000.0,200975000.0,36333000.0,-151352000.0,116394000.0
HDS,2016-05-01,False,Q1,2016,10-Q,1781000000.0,178000000.0,-14000000.0,-0.07,-0.07,0.0,6144000000.0,2113000000.0,1010000000.0,203000000.0,737000000.0,76000000.0,-17000000.0,-127000000.0
HOV,2016-04-30,False,Q2,2016,10-Q,654723000.0,,-8461000.0,-0.06,-0.06,0.0,2518627000.0,,,129654000.0,-152322000.0,-31187000.0,-13093000.0,-79811000.0
HURC,2016-04-30,False,Q2,2016,10-Q,52029000.0,4667000.0,3653000.0,0.56,0.56,0.09,254508000.0,221245000.0,65834000.0,45325000.0,180747000.0,-6185000.0,-923000.0,-595000.0
NTLA,2016-03-31,False,Q1,2016,10-Q,6781000.0,-6694000.0,-6689000.0,-9.89,-9.89,0.0,75540000.0,65937000.0,10960000.0,64192000.0,-27142000.0,-9421000.0,-1008000.0,-1195000.0
KIRK,2016-04-30,False,Q1,2016,10-Q,129911000.0,1524000.0,916000.0,0.06,0.06,0.0,232222000.0,120937000.0,52400000.0,38203000.0,121603000.0,2660000.0,-8682000.0,-127000.0
LAYN,2016-04-30,False,Q1,2017,10-Q,159739000.0,,-8803000.0,-0.45,-0.45,0.0,483067000.0,283686000.0,155611000.0,59849000.0,122699000.0,-5577000.0,-430000.0,-29000.0
MLAB,2016-03-31,False,FY,2016,10-K,84659000.0,16323000.0,11169000.0,3.1,2.97,0.16,160748000.0,37186000.0,23971000.0,5695000.0,84678000.0,16903000.0,-31840000.0,18620000.0
