BGG,2016-07-03,False,FY,2016,10-K,1808778000.0,46361000.0,26561000.0,0.61,0.6,0.54,1456667000.0,740737000.0,318301000.0,89839000.0,493626000.0,111823000.0,-85836000.0,-51452000.0
DY,2016-07-30,False,FY,2016,10-K,2672542000.0,,128740000.0,3.98,3.89,0.0,1719716000.0,851234000.0,322627000.0,33787000.0,557287000.0,261488000.0,-333133000.0,84143000.0
GES,2016-07-30,False,Q2,2017,10-Q,544959000.0,15577000.0,32029000.0,0.38,0.38,0.225,1575016000.0,1052338000.0,338476000.0,415499000.0,1027801000.0,-17608000.0,-839000.0,-23202000.0
JCP,2016-07-30,False,Q2,2016,10-Q,2918000000.0,76000000.0,-56000000.0,-0.18,-0.18,0.0,9166000000.0,3876000000.0,2574000000.0,429000000.0,1197000000.0,186000000.0,-116000000.0,-56000000.0
SJM,2016-07-31,False,Q1,2017,10-Q,1815800000.0,293800000.0,170000000.0,1.46,1.46,0.75,16061800000.0,1740700000.0,1288400000.0,109600000.0,7095900000.0,238900000.0,-62500000.0,-173200000.0
MEI,2016-07-30,False,Q1,2017,10-Q,191900000.0,26700000.0,21200000.0,0.57,0.57,0.09,656100000.0,487900000.0,105200000.0,249300000.0,485900000.0,34400000.0,-4200000.0,-5400000.0
NCS,2016-07-31,False,Q3,2016,10-Q,462353000.0,43535000.0,23715000.0,0.32,0.32,0.0,1051819000.0,490054000.0,323708000.0,50710000.0,268569000.0,40599000.0,-14004000.0,-75497000.0
NWY,2016-07-30,False,Q2,2016,10-Q,232819000.0,1340000.0,945000.0,0.01,0.01,0.0,311482000.0,205242000.0,132052000.0,63798000.0,91286000.0,12495000.0,-9235000.0,-894000.0
JWN,2016-07-30,False,Q2,2016,10-Q,3592000000.0,,117000000.0,0.67,0.67,0.0,8130000000.0,3350000000.0,3321000000.0,892000000.0,937000000.0,851000000.0,-374000000.0,-180000000.0
REX,2016-07-31,False,Q2,2016,10-Q,115707000.0,,8176000.0,1.24,1.24,0.0,417804000.0,183781000.0,15402000.0,134651000.0,362940000.0,11357000.0,-5666000.0,-6805000.0
CRM,2016-07-31,False,Q2,2017,10-Q,2036618000.0,32551000.0,229622000.0,0.34,0.33,0.0,14381314000.0,3277999000.0,5376096000.0,1115226000.0,6132576000.0,250678000.0,-1542432000.0,616633000.0
SIG,2016-07-30,False,Q2,2017,10-Q,1373400000.0,119900000.0,81900000.0,1.06,1.06,0.26,6298000000.0,4407900000.0,1144100000.0,118700000.0,2879900000.0,309200000.0,-100500000.0,-228600000.0
SYY,2016-07-02,False,FY,2016,10-K,50366919000.0,1850500000.0,949622000.0,1.66,1.64,1.23,16721804000.0,10053899000.0,4434456000.0,3919300000.0,3479608000.0,1933142000.0,-600828000.0,-2404731000.0
TTC,2016-07-29,False,Q3,2016,10-Q,600980000.0,81953000.0,55822000.0,1.02,1.0,0.0,1467462000.0,885466000.0,513411000.0,277243000.0,577850000.0,288907000.0,-29275000.0,-105782000.0
TRR,2016-06-30,False,FY,2016,10-K,465129000.0,1330000.0,41000.0,0.0,0.0,0.0,478478000.0,248245000.0,178443000.0,18804000.0,152815000.0,48140000.0,-126685000.0,60053000.0
WMT,2016-07-31,False,Q2,2017,10-Q,119405000000.0,6165000000.0,3773000000.0,1.21,1.21,0.0,197886000000.0,58232000000.0,68122000000.0,7676000000.0,79144000000.0,14931000000.0,-4416000000.0,-11214000000.0
AVAV,2016-07-30,False,Q1,2017,10-Q,36218000.0,-15580000.0,-11642000.0,-0.51,-0.51,0.0,389534000.0,323765000.0,35587000.0,122313000.0,351480000.0,-1243000.0,-894000.0,163000.0
AMWD,2016-07-31,False,Q1,2017,10-Q,258150000.0,31922000.0,21661000.0,1.33,1.32,0.0,490246000.0,322573000.0,96779000.0,162563000.0,301696000.0,32947000.0,-40571000.0,-4276000.0
ADSK,2016-07-31,False,Q2,2017,10-Q,550700000.0,-62900000.0,-98200000.0,-0.44,-0.44,0.0,5047400000.0,2486500000.0,1559600000.0,1467300000.0,1331700000.0,146400000.0,200600000.0,-235700000.0
BOBE,2016-07-29,False,Q1,2017,10-Q,306317000.0,13698000.0,9162000.0,0.46,0.46,0.34,800142000.0,106629000.0,138568000.0,4402000.0,218026000.0,-7904000.0,-17082000.0,16492000.0
PLCE,2016-07-30,False,Q2,2016,10-Q,371416000.0,-2940000.0,-2011000.0,-0.11,-0.11,0.2,933537000.0,627542000.0,359164000.0,170829000.0,482420000.0,75183000.0,-51187000.0,-46481000.0
CLCT,2016-06-30,False,FY,2016,10-K,60954000.0,12370000.0,7640000.0,0.9,0.89,1.4,28190000.0,18958000.0,12597000.0,11967000.0,14995000.0,8732000.0,-2011000.0,-12008000.0
CCUR,2016-06-30,False,FY,2016,10-K,61149000.0,1945000.0,-11113000.0,-1.21,-1.21,0.48,45236000.0,39928000.0,17317000.0,20268000.0,20998000.0,-2221000.0,1214000.0,-4472000.0
CPAAU,2016-06-30,False,Q2,2016,10-Q,,,-2000.0,0.0,0.0,0.0,428000.0,,,24093.0,23000.0,-175907.0,,200000.0
