symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
FSP,2016-03-31,False,Q1,2016,10-Q,59813000.0,2963000.0,2579000.0,0.03,0.03,0.19,1861385000.0,,,14316000.0,913084000.0,7816000.0,32373000.0,-44036000.0
INUV,2016-03-31,False,Q1,2016,10-Q,18730449.0,403007.0,374274.0,0.02,0.02,0.0,26708497.0,9787974.0,10524836.0,4433537.0,11682104.0,573742.0,-372598.0,-24811.0
PRK,2016-03-31,False,Q1,2016,10-Q,86697000.0,,18686000.0,1.22,1.21,0.94,7428185000.0,,,105664000.0,729701000.0,12884000.0,85422000.0,70138000.0
ACPW,2016-03-31,False,Q1,2016,10-Q,5665000.0,-3913000.0,-4055000.0,-0.18,-0.18,0.0,27277000.0,25403000.0,17002000.0,11220000.0,9810000.0,-952000.0,-28000.0,-1000.0
ASPS,2016-03-31,False,Q1,2016,10-Q,250132000.0,27653000.0,18494000.0,0.98,0.92,0.0,715594000.0,314488000.0,117623000.0,159705000.0,61965000.0,29034000.0,-35397000.0,-13259000.0
AAPL,2016-03-26,False,Q2,2016,10-Q,50557000000.0,13987000000.0,10516000000.0,1.91,1.9,0.52,305277000000.0,87592000000.0,68265000000.0,21514000000.0,130457000000.0,39064000000.0,-34110000000.0,-4560000000.0
AWRE,2016-03-31,False,Q1,2016,10-Q,4834000.0,880000.0,635000.0,0.03,0.03,0.0,64042000.0,57166000.0,6541000.0,52650000.0,57190000.0,1054000.0,-5000.0,369000.0
BEAV,2016-03-31,False,Q1,2016,10-Q,716700000.0,129400000.0,82600000.0,0.82,0.81,0.21,3219100000.0,1729600000.0,831700000.0,105000000.0,93400000.0,12100000.0,-18500000.0,-42700000.0
BFIN,2016-03-31,False,Q1,2016,10-Q,14353000.0,,1904000.0,0.1,0.1,0.05,1511808000.0,,,10238000.0,209488000.0,5028000.0,4482000.0,-2944000.0
ABD,2016-03-31,False,Q1,2016,10-Q,278100000.0,6500000.0,4800000.0,0.05,0.04,0.0,1939700000.0,624300000.0,319400000.0,102400000.0,612700000.0,51600000.0,-3900000.0,-3800000.0
