symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AXN,2016-06-30,False,FY,2016,10-K,32329525.0,6228051.0,2061224.0,0.03,0.03,0.0,56231591.0,26866763.0,37815530.0,6912100.0,18075972.0,-534990.0,-117862.0,2946485.0
NG,2016-08-31,False,Q3,2016,10-Q,,-6422000.0,-7381000.0,-0.02,-0.02,0.0,420389000.0,109975000.0,2688000.0,28455000.0,313160000.0,-535000.0,-2742000.0,0.0
AZZ,2016-08-31,False,Q2,2017,10-Q,195045000.0,14889000.0,10023000.0,0.39,0.38,0.0,991734000.0,308413000.0,149255000.0,15914000.0,510855000.0,50028000.0,-42119000.0,-32292000.0
CAG,2016-08-28,False,Q1,2017,10-Q,2667500000.0,,186200000.0,0.42,0.42,0.25,12835900000.0,3407100000.0,2364800000.0,794600000.0,3799600000.0,325900000.0,371900000.0,-737700000.0
STZ,2016-08-31,False,Q2,2017,10-Q,2222800000.0,610900000.0,358900000.0,3.45,3.3600000000000003,0.4,17717400000.0,3169800000.0,2199600000.0,177300000.0,7174100000.0,1044900000.0,-653600000.0,-297000000.0
DRI,2016-08-28,False,Q1,2017,10-Q,1714400000.0,161300000.0,110200000.0,0.88,0.87,0.56,4370300000.0,610800000.0,1132100000.0,114700000.0,1801300000.0,173100000.0,-63100000.0,-263100000.0
EBF,2016-08-31,False,Q2,2016,10-Q,91246000.0,10985000.0,6784000.0,0.26,0.26,1.675,324279000.0,160567000.0,26640000.0,85225000.0,252120000.0,29078000.0,105253000.0,-57063000.0
GPN,2016-08-31,False,Q1,2017,10-Q,939492000.0,121106000.0,85093000.0,0.55,0.55,0.01,10237780000.0,2584829000.0,2232172000.0,977776000.0,2905212000.0,155667000.0,-38227000.0,-175066000.0
KBH,2016-08-31,False,Q3,2016,10-Q,913283000.0,51477000.0,39173000.0,0.46,0.42,0.025,5027761000.0,,,337722000.0,1682450000.0,-102612000.0,-185000.0,-119822000.0
MKC,2016-08-31,False,Q3,2016,10-Q,1091000000.0,167800000.0,127700000.0,1.01,1.0,0.43,4716500000.0,1468000000.0,1341200000.0,134200000.0,1774600000.0,322400000.0,-201800000.0,-92200000.0
PIR,2016-08-27,False,Q2,2017,10-Q,405823000.0,-4339000.0,-4069000.0,-0.05,-0.05,0.07,815396000.0,583951000.0,267744000.0,38339000.0,258010000.0,-53605000.0,-21584000.0,-1693000.0
RAD,2016-08-27,False,Q2,2017,10-Q,8029806000.0,,14773000.0,0.01,0.01,0.0,11610969000.0,4938516000.0,3051946000.0,136093000.0,616669000.0,12866000.0,-247754000.0,246510000.0
RPM,2016-08-31,False,Q1,2017,10-Q,1252063000.0,,110950000.0,0.85,0.83,0.275,4726899000.0,2095085000.0,883603000.0,194470000.0,1437564000.0,6500000.0,-34456000.0,-43837000.0
SNX,2016-08-31,False,Q3,2016,10-Q,3669814000.0,98022000.0,58112000.0,1.48,1.47,0.2,4821936000.0,3615722000.0,2115983000.0,223282000.0,1926783000.0,275268000.0,-412191000.0,23006000.0
ANGO,2016-08-31,False,Q1,2017,10-Q,88098000.0,3572000.0,1300000.0,0.04,0.04,0.0,726711000.0,152282000.0,65431000.0,37411000.0,512717000.0,7440000.0,-481000.0,-1797000.0
BBBY,2016-08-27,False,Q2,2016,10-Q,2988235000.0,280973000.0,167335000.0,1.12,1.11,0.125,6669375000.0,3928504000.0,1997677000.0,577844000.0,2573995000.0,468216000.0,-113644000.0,-296574000.0
EMMS,2016-08-31,False,Q2,2017,10-Q,58774000.0,4935000.0,335000.0,0.03,0.03,0.0,316789000.0,56802000.0,46711000.0,5694000.0,-12035000.0,6089000.0,-367000.0,-4484000.0
