symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
IBIO,2015-12-31,False,Q2,2016,10-Q,134000.0,-2254000.0,-2246000.0,-0.03,-0.03,0.0,9416000.0,7201000.0,,6732000.0,7878000.0,-2814000.0,-5000.0,63000.0
SSN,2015-12-31,False,Q2,2016,10-Q,2336602.0,,-14706850.0,-0.52,-0.52,0.0,21988842.0,4065583.0,20391669.0,943289.0,-197183.0,517336.0,-1873615.0,302475.0
ACPW,2015-12-31,False,FY,2015,10-K,57421000.0,-6060000.0,-6459000.0,-0.28,-0.28,0.0,30595000.0,28403000.0,16457000.0,12260000.0,13555000.0,-1611000.0,-779000.0,-9000.0
ADMS,2015-12-31,False,FY,2015,10-K,1916000.0,-57437000.0,-51802000.0,-2.86,-2.86,0.0,128743000.0,113187000.0,11807000.0,33104000.0,116187000.0,-47210000.0,8058000.0,10810000.0
ALDR,2015-12-31,False,FY,2015,10-K,113000.0,-86329000.0,-85470000.0,-2.11,-2.11,0.0,400027000.0,322201000.0,12372000.0,206492000.0,387517000.0,-81233000.0,-167267000.0,408206000.0
ALGT,2015-12-31,False,FY,2015,10-K,1262188000.0,371702000.0,220374000.0,12.97,12.94,2.75,1351662000.0,395243000.0,388468000.0,87112000.0,350005000.0,365367000.0,-234218000.0,-133647000.0
ALQA,2015-12-31,False,FY,2015,10-K,15040929.0,-28305987.0,-26016815.0,-1.13,-1.13,0.0,89751528.0,32671745.0,11775183.0,26080384.0,52424843.0,-21617689.0,-15374323.0,46301517.0
AGNC,2015-12-31,False,FY,2015,10-K,-782000000.0,,187000000.0,0.54,0.54,2.48,57021000000.0,,,1110000000.0,7971000000.0,1428000000.0,4093000000.0,-6131000000.0
ARII,2015-12-31,False,FY,2015,10-K,889336000.0,226706000.0,133453000.0,6.39,6.39,1.6,1530155000.0,457481000.0,184144000.0,298064000.0,536297000.0,264503000.0,-240638000.0,186399000.0
AMKR,2015-12-31,False,FY,2015,10-K,2884603000.0,164839000.0,56747000.0,0.24,0.24,0.0,4031300000.0,1317480000.0,1018184000.0,523172000.0,1225133000.0,577945000.0,-514362000.0,9643000.0
ANIP,2015-12-31,False,FY,2015,10-K,1600000.0,32700000.0,15290000.0,1.34,1.32,0.0,285265000.0,192583000.0,11756000.0,154684000.0,160082000.0,17264000.0,-32683000.0,1066000.0
BEAT,2015-12-31,False,FY,2015,10-K,178513000.0,9518000.0,7428000.0,0.27,0.26,0.0,124143000.0,47045000.0,23888000.0,18986000.0,75926000.0,14350000.0,-13600000.0,-1771000.0
BJRI,2015-12-29,False,FY,2015,10-K,919597000.0,63062000.0,45325000.0,1.76,1.73,0.0,681665000.0,93003000.0,116894000.0,34604000.0,316483000.0,127224000.0,-82592000.0,-40711000.0
CATM,2015-12-31,False,FY,2015,10-K,1200301000.0,139917000.0,66986000.0,1.5,1.48,0.0,1327003000.0,213524000.0,277640000.0,26297000.0,369793000.0,256553000.0,-209562000.0,-48520000.0
CRZO,2015-12-31,False,FY,2015,10-K,429203000.0,,-1155154000.0,-22.45,-22.45,0.0,2026905000.0,232182000.0,285484000.0,42918000.0,444054000.0,377367000.0,-676054000.0,330767000.0
CAVM,2015-12-31,False,FY,2015,10-K,412744000.0,-13727000.0,-17060000.0,-0.31,-0.31,0.0,433993000.0,260628000.0,63856000.0,134646000.0,353900000.0,57849000.0,-44496000.0,-10425000.0
CLDX,2015-12-31,False,FY,2015,10-K,5480000.0,-129541000.0,-127197000.0,-1.31,-1.31,0.0,337584000.0,294936000.0,30240000.0,72108000.0,290105000.0,-98887000.0,-50191000.0,193151000.0
CETV,2015-12-31,False,FY,2015,10-K,605841000.0,94583000.0,-132173000.0,-0.9,-0.9,0.0,1454201000.0,358284000.0,146308000.0,61679000.0,78641000.0,85877000.0,-30426000.0,-28906000.0
CBLI,2015-12-31,False,FY,2015,10-K,2708225.0,-10791030.0,-12637637.0,-1.79,-1.79,0.0,20880604.0,20693423.0,5842752.0,5918424.0,15037852.0,-12080120.0,-10276623.0,24935624.0
COHU,2015-12-26,False,FY,2015,10-K,269654000.0,7959000.0,250000.0,0.01,0.01,0.24,345346000.0,234463000.0,63191000.0,115370000.0,238137000.0,21480000.0,31034000.0,-4982000.0
CTG,2015-12-31,False,FY,2015,10-K,369478000.0,10637000.0,6510000.0,0.42,0.41,0.24,163077000.0,84778000.0,31804000.0,10801000.0,117717000.0,-4685000.0,-1367000.0,-22967000.0
CNMD,2015-12-31,False,FY,2015,10-K,719168000.0,51175000.0,30498000.0,1.1,1.09,0.8,1112944000.0,407487000.0,119718000.0,72504000.0,585073000.0,48068000.0,-24362000.0,-9773000.0
CBRL,2016-01-29,False,Q2,2016,10-Q,764002000.0,70525000.0,48242000.0,2.02,2.01,1.1,1476799000.0,365033000.0,326328000.0,171643000.0,554869000.0,85613000.0,-36325000.0,-143100000.0
DXCM,2015-12-31,False,FY,2015,10-K,402000000.0,-57100000.0,-57600000.0,-0.72,-0.72,0.0,292000000.0,231300000.0,66900000.0,86100000.0,221200000.0,49000000.0,-51500000.0,16800000.0
DORM,2015-12-26,False,FY,2015,10-K,802957000.0,146157000.0,92329000.0,2.6,2.6,0.0,621865000.0,478633000.0,98570000.0,78659000.0,518036000.0,92060000.0,-23821000.0,-37236000.0
SATS,2015-12-31,False,FY,2015,10-K,3143714000.0,356033000.0,153357000.0,1.77,1.75,0.0,7240762000.0,2133659000.0,526831000.0,924240000.0,3781642000.0,776451000.0,-275311000.0,-120257000.0
ALE,2015-12-31,False,FY,2015,10-K,1486400000.0,210700000.0,141100000.0,2.92,2.92,2.02,4907100000.0,371000000.0,275400000.0,97000000.0,1822400000.0,340100000.0,-618800000.0,229900000.0
Y,2015-12-31,False,FY,2015,10-K,4999478000.0,,557700000.0,35.14,35.13,0.0,22846333000.0,,,475267000.0,7554707000.0,325978000.0,171658000.0,-608783000.0
AWH,2015-12-31,False,FY,2015,10-K,2546400000.0,117700000.0,83900000.0,0.91,0.89,1.23,13511900000.0,,,608000000.0,3532500000.0,512800000.0,-635700000.0,150100000.0
ESCA,2015-12-26,False,FY,2015,10-K,155542000.0,12818000.0,11606000.0,0.82,0.82,0.0,143737000.0,72815000.0,38307000.0,1982000.0,96480000.0,15463000.0,-14295000.0,-2418000.0
FEIC,2015-12-31,False,FY,2015,10-K,930132000.0,151426000.0,124009000.0,2.99,2.96,1.15,1349849000.0,747851000.0,278022000.0,300911000.0,990076000.0,204480000.0,-39851000.0,-141741000.0
AEP,2015-12-31,False,FY,2015,10-K,1116500000.0,3333500000.0,2047100000.0,4.17,4.17,2.15,61683100000.0,4072400000.0,7108500000.0,176400000.0,17904900000.0,4748700000.0,-4564000000.0,-661700000.0
