symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
BTN,2015-12-31,False,FY,2015,10-K,92829000.0,-4954000.0,-17467000.0,-1.24,-1.24,0.0,66864000.0,45946000.0,17767000.0,22070000.0,44512000.0,7982000.0,-6205000.0,-203000.0
GORO,2015-12-31,False,FY,2015,10-K,92701000.0,12919000.0,3062000.0,0.06,0.06,0.0,106535000.0,32618000.0,14902000.0,12822000.0,88818000.0,20170000.0,-26740000.0,-8003000.0
TIS,2015-12-31,False,FY,2015,10-K,168446000.0,19450000.0,13554000.0,1.39,1.38,1.4,251379000.0,39613000.0,18860000.0,4361000.0,133783000.0,18791000.0,-75189000.0,59738000.0
PLX,2015-12-31,False,FY,2015,10-K,4364000.0,-23670000.0,58037000.0,-0.29,-0.29,0.0,97253000.0,85881000.0,11235000.0,76374000.0,10873000.0,-24284000.0,39387000.0,6635000.0
AAC,2015-12-31,False,FY,2015,10-K,212261000.0,14228000.0,10493000.0,0.49,0.48,0.0,316049000.0,86524000.0,34337000.0,18750000.0,136488000.0,6193000.0,-143402000.0,107419000.0
A,2016-01-31,False,Q1,2016,10-Q,1028000000.0,155000000.0,123000000.0,0.37,0.37,0.115,7302000000.0,3399000000.0,947000000.0,1931000000.0,4048000000.0,104000000.0,-28000000.0,-132000000.0
AMCH,2015-12-31,False,FY,2015,10-K,2946900000.0,237057000.0,103856000.0,1.06,1.06,0.8,5110085000.0,414367000.0,712154000.0,211250000.0,1538703000.0,467557000.0,-509436000.0,35286000.0
AMID,2015-12-31,False,FY,2015,10-K,235034000.0,-119697000.0,-127480000.0,-6.0,,0.0,891296000.0,29199000.0,39321000.0,0.0,,40937000.0,-171108000.0,129672000.0
ARP,2015-12-31,False,FY,2015,10-K,740033000.0,-705502000.0,-808780000.0,,,0.0,1731004000.0,266992000.0,162000000.0,1353000.0,,172804000.0,-204002000.0,17304000.0
AT,2015-12-31,False,FY,2015,10-K,420200000.0,,-62400000.0,-0.51,-0.51,0.09,1717100000.0,160300000.0,92300000.0,72400000.0,435200000.0,87400000.0,320900000.0,-445800000.0
BSM,2015-12-31,False,FY,2015,10-K,392924000.0,-95855000.0,-108017000.0,-1.12,-1.12,0.0,1061436000.0,103595000.0,63039000.0,13233000.0,,284735000.0,-90998000.0,-195307000.0
BCRH,2015-12-31,False,FY,2015,10-K,38100000.0,,20700000.0,2.36,2.36,1.56,217600000.0,,,6100000.0,187600000.0,3300000.0,9500000.0,-8700000.0
BPI,2015-12-31,False,FY,2015,10-K,561729000.0,-42295000.0,-70454000.0,-1.54,-1.54,0.0,506766000.0,403275000.0,167952000.0,282145000.0,303650000.0,26715000.0,44622000.0,3805000.0
